claim_id,category,occurrence_count,clinical_validity,practice_current_eligibility,normalized_statement,numeric_values,routes,population_markers,context_markers,jurisdiction_markers
candidate-claim:ff0c183ceab6ab940a65,dose_via_intervalo,1,pending,blocked,"criterios de sindrome metabolica (tabela numerica) gatilho cintura (h>94cm/m>80cm) ou imc>30 + 2 de 4 glicemia jejum ≥100mg/dl (fonte registra "">99"") · pa sistolica ≥130 ou diastolica ≥85 (ou em tratamento) · triglicerideos ≥150mg/dl · hdl <40mg/dl (h) / <50mg/dl (m) endocrino obesidade p 9 confirmado com correcoes — diretriz de origem nao nomeada no texto cortes de cintura (94/80) compativeis com idf etnia europoide registrado como inferencia nao confirmacao",100mg/dl ; 130 ; 150mg/dl ; 2 ; 30 ; 4 ; 40mg/dl ; 50mg/dl ; 80 ; 85 ; 9 ; 94 ; 99,,,,
candidate-claim:42d371ccc3d407cd39d5,dose_via_intervalo,1,pending,blocked,"criterios diagnosticos de ira δcr ≥0,3 mg/dl em 48h ou aumento 1,5-1,9x o basal em 7 dias ou debito urinario <0,5 ml/kg/h por ≥6h osce pdf p ~46 (camada b) confirmado","0,3 mg/dl ; 0,5 ml/kg ; 1 ; 1,5 ; 46 ; 48h ; 6h ; 7 dias",,,,
candidate-claim:cff3ac9a77cbf39a82e4,dose_via_intervalo,1,pending,blocked,"criterios laboratoriais de hellp bilirrubinas ≥1,2 mg/dl dhl ≥600 ui tgo ≥70 ui plaquetas <100.000/µl hemacias fragmentadas no sangue periferico rim e gravidez 2021.2 confirmado","1,2 mg/dl ; 100.000 ; 2021.2 ; 600 ui ; 70 ui",,gravidez,,
candidate-claim:10e76039475e523a26e3,dose_via_intervalo,1,pending,blocked,criterios ncep-atp iii de sindrome metabolica ca >102cm(h)/>88cm(m) · tg ≥150 mg/dl · hdl <40mg/dl(h)/<50mg/dl(m) · pas ≥130 ou pad ≥85 mmhg · glicemia de jejum ≥110 mg/dl ganho de peso slide p 12 confirmado,110 mg/dl ; 12 ; 130 ; 150 mg/dl ; 40mg/dl ; 50mg/dl ; 85 mmhg,,,,
candidate-claim:8c6b091afba9e902ca47,dose_via_intervalo,1,pending,blocked,cr≥4mg/dl ja e estagio iii independente da variacao pegadinha,4mg/dl,,,,
candidate-claim:4e949f548cf4723dec74,dose_via_intervalo,1,pending,blocked,"deficiencia de gh — dose inicial por perfil ≥60 anos 0,1mg · homens jovens 0,2mg · mulheres jovens 0,3mg · periodo de transicao 0,4–0,7mg titular mensalmente por igf-1 (meta mediana a limite superior da normalidade) slide p 53 confirmado","0,1mg ; 0,2mg ; 0,3mg ; 0,4 ; 0,7mg ; 1 ; 53 ; 60 anos",,,,
candidate-claim:586c108d9c9fac4aa829,dose_via_intervalo,1,pending,blocked,definicao de diarreia frequencia aumentada ou fezes amolecidas massa >200g/dia casos clinicos resumo casos clinicos p7 1 p 5 abordagem a s diarreias p 1 confirmado,1 ; 200g ; 5,,,,
candidate-claim:9418e5b12ec64cac00dd,dose_via_intervalo,1,pending,blocked,definicao de drc (para ha nefrogena) anormalidade de funcao/morfologia renal >3 meses rfg-e <60 ml/min ou albuminuria ≥30mg/24h ou alteracao morfologica dbha 2020 p 607 confirmado,24h ; 3 meses ; 30mg ; 60 ml ; 607,,,,
candidate-claim:eea695b530a8e90bc6be,dose_via_intervalo,1,pending,blocked,definicao de hic pic >20mmhg valor normal ate 15mmhg copia faculdade l 199-208 confirmado,15mmhg ; 199 ; 208 ; 20mmhg,,,,
candidate-claim:85579a92a47b33168f97,dose_via_intervalo,1,pending,blocked,descongestionante nasal topico — idade minima e duracao maxima so > 2 anos no maximo 5 dias 2 gotas nunca em lactente pegadinha,2 ; 2 anos ; 5 dias,,lactente,,
candidate-claim:78517720b34f34569aec,dose_via_intervalo,1,pending,blocked,devic — tratamento do surto pulsoterapia com solumedrol 3-5 g plasmaferese 6-8 ciclos imunoglobulina doenc as desmielinizantes pptx (texto nativo) confirmado,3 ; 5 g ; 6 ; 8,,,,
candidate-claim:74337dd27142ee9a7ecc,dose_via_intervalo,1,pending,blocked,"diabetes mellitus — criterio de encaminhamento a nefrologia tfg <30 ml/min/1,73m² (estagio 4–5) ou proteinuria (macroalbuminuria) ou perda rapida da funcao renal (>5 ml/min/1,73m² em 6 meses tfg final <60 confirmado em 2 exames) ou suspeita de nefropatia por outra causa como e quando encaminhar p 5 confirmado",1 ; 2 ; 30 ml ; 4 ; 5 ; 5 ml ; 6 meses ; 60,,,,
candidate-claim:535a354804d723338308,dose_via_intervalo,1,pending,blocked,diabetico com otite externa refrataria e otalgia desproporcional o que suspeitar otite externa maligna (necrotizante) — investigar com vhs e imagem nao so trocar o topico regra,,,,,
candidate-claim:46c93ec3744bc87c785c,dose_via_intervalo,1,pending,blocked,"diagnostico de acromegalia igf-1 normal + gh <0,4 exclui igf-1 ≥1,3x lsn confirma padrao-ouro e gh pos-totg (dosar a cada 30min por 2h apos 75g dextrosol) — normal suprime <0,4 acromegalia nao suprime (>0,4) osce pdf p ~80 (camada b) confirmado","0,4 ; 1 ; 2h ; 30min ; 75g ; 80",,,,
candidate-claim:a2e4b13ac3638beb5bb5,dose_via_intervalo,1,pending,blocked,"diagnostico de dm (2 testes se assintomatico 1 se sintomas classicos) glicemia jejum ≥126 mg/dl · hba1c ≥6,5% · totg 2h ≥200 mg/dl · glicemia aleatoria ≥200 mg/dl + sintomas classicos (basta 1 teste) osce pdf p ~58 (camada b) confirmado","1 ; 126 mg/dl ; 2 ; 200 mg/dl ; 2h ; 58 ; 6,5",,,,
candidate-claim:ffe33528767601f760eb,dose_via_intervalo,1,pending,blocked,"diarreia = aumento de frequencia/diminuicao de consistencia das fezes massa >200g/dia classificacao por duracao aguda <14 dias (quase sempre autolimitada infecciosa) persistente 2-4 semanas cronica >4 semanas (obriga investigacao etiologica dirigida raramente e so infecciosa) diarreia cronica se subdivide por mecanismo secretora osmotica esteatorreica (ma absorcao de lipideos) inflamatoria (dii) disturbio de motilidade (hipertireoidismo dm sii) — a subdivisao por mecanismo e o que direciona os exames nao a ""gravidade"" percebida do quadro",14 dias ; 2 ; 200g ; 4 semanas,,,aguda,
candidate-claim:0817ba06fbe9685c416f,dose_via_intervalo,1,pending,blocked,diarreia cronica com tenesmo + prolapso retal strongyloides → hiperinfestacao,,retal,,,
candidate-claim:49c10f9ac1279e15da6b,dose_via_intervalo,1,pending,blocked,"diarreia — ""bonus"" de tratamento antiemetico ondansetrona zinco 10mg/dia (<6 meses) ou 20mg/dia (6 meses-5 anos) por 10-14 dias evitar antidiarreicos facilita osce (1) pdf p 58 confirmado",1 ; 10 ; 10mg ; 14 dias ; 20mg ; 5 anos ; 58 ; 6 meses,,,,
candidate-claim:b6742f50613e9bca16f2,dose_via_intervalo,1,pending,blocked,diarreia — antibiotico nao e rotina (virus sao a principal causa) indicado se comprometimento do estado geral disenteria ou colera grave opcoes azitromicina ceftriaxona ou ciprofloxacino (adolescente/>30kg) facilita osce (1) pdf p 58 confirmado,1 ; 30kg ; 58,,adolescente,,
candidate-claim:d7cad8721a8d44cefacb,dose_via_intervalo,1,pending,blocked,"diazepam (crise aguda) 0,3 mg/kg iv (nao diluir) ou 0,5 mg/kg via retal/sublingual p 5 confirmado","0,3 mg/kg ; 0,5 mg/kg ; 5",iv ; retal ; sublingual,,aguda,
candidate-claim:08c9b8cc6368ca9e9c46,dose_via_intervalo,1,pending,blocked,"diazepam iv 0,1 mg/kg 5–10 mg/dose max total 20 mg","0,1 mg/kg ; 10 mg ; 20 mg ; 5",iv,,,
candidate-claim:40ded850d88f78f6430c,dose_via_intervalo,1,pending,blocked,"diazepam na crise aguda 0,3 mg/kg iv ou 0,5 mg/kg retal/sublingual dado","0,3 mg/kg ; 0,5 mg/kg",iv ; retal ; sublingual,,aguda,
candidate-claim:04f94092281ff09b5e8a,dose_via_intervalo,1,pending,blocked,diazepam vo comp 5 e 10mg ampola ev 10mg/1ml deve ser feito ev puro (sem diluir) 4 emergencias p 35 confirmado,10mg ; 1ml ; 35 ; 5,ev ; vo,,,
candidate-claim:d6fe08a621d4bb575505,dose_via_intervalo,1,pending,blocked,diferencial de pa mmss x mmii considerado anormal >10mmhg atualizea5n6 cd97472180 p 5 confirmado,10mmhg ; 5,,,,
candidate-claim:8a9ff800e88f6dbbd4dd,dose_via_intervalo,1,pending,blocked,diferencial de pa mmssxmmii anormal >10mmhg — sugere coarctacao de aorta limiar,10mmhg,,,,
candidate-claim:d7f58b94bec0da454619,dose_via_intervalo,1,pending,blocked,dissulfiram (dependencia de alcool) iniciar apos 12h sem alcool 500mg/dia (1–2 sem) → 250mg/dia (1–2 sem) exige termo de consentimento 3 fontes nativa confirmado,1 ; 12h ; 2 ; 250mg ; 3 ; 500mg,,,,
candidate-claim:3fd94f9709a1f2c5a2e1,dose_via_intervalo,1,pending,blocked,distonia aguda — tempo / tratamento horas ou 1–5 dias biperideno 5mg/1ml im ou ev esquizofrenia e antipsic ticos p 33 (imagem a) famene psicoses (a') confirmado (dose exata so na imagem),1 ; 1ml ; 33 ; 5 dias ; 5mg,ev ; im,,aguda,
candidate-claim:4e9d57631d1a6d63bf1e,dose_via_intervalo,1,pending,blocked,distonia aguda — tempo e tratamento horas a 1–5 dias biperideno 5mg im/ev dado numerico,1 ; 5 dias ; 5mg,ev ; im,,aguda,
candidate-claim:9b0e86e3744e193bf235,dose_via_intervalo,1,pending,blocked,divisao da dose de nph 2/3 pela manha + 1/3 a noite (bed time) apostila p 194 confirmado,1 ; 194 ; 2 ; 3,,,,
candidate-claim:7b2e68d7a86bab37b51b,dose_via_intervalo,1,pending,blocked,dm1 novo — divisao da dose total 40-50% basal + 50-60% bolus dividido nas refeicoes dado,40 ; 50 ; 60,,,,
candidate-claim:64ad49c09cebc381857e,dose_via_intervalo,1,pending,blocked,dm1 — divisao basal/bolus esquema simples 40-50% basal + 50-60% bolus fixa dividida nas refeicoes (ex 15u basal + 15u bolus = 5u antes de cada refeicao) insulinoterapia (1) p 32 e 35 conferido visualmente confirmado,1 ; 32 ; 35 ; 40 ; 50 ; 60,,,,
candidate-claim:b97ae3e8d0f3aafea0b7,dose_via_intervalo,1,pending,blocked,"dm1 — dose total diaria ao diagnostico ~0,5 u/kg/dia (exemplo 60kg → 30u/dia) insulinoterapia (1) p 35 conferido visualmente confirmado","0,5 ; 1 ; 35 ; 60kg",,,,
candidate-claim:a36920186d7fa9cca0ce,dose_via_intervalo,1,pending,blocked,"dm2 — 2ª/3ª etapa (basal-plus) adicionar 4u ou 0,1 u/kg ou 10% da dose basal por refeicao comecando na refeicao de pior glicemia pos-prandial aumentar 1-2u 2x/semana insulinoterapia (1) p 26 (ada 2023) conferido visualmente diabetes 3 p 5 (concordam) confirmado","0,1 ; 1 ; 10 ; 2023 ; 26 ; 5",,,,ada
candidate-claim:2d59e62d09f708f3e94a,dose_via_intervalo,1,pending,blocked,dm2 — 4ª etapa (basal-bolus pleno) 1-2 doses basal + 3 doses prandiais (antes de cada refeicao principal) diabetes 3 p 5-6 confirmado,1 ; 2 ; 3 ; 5 ; 6,,,,
candidate-claim:4b61f74eab84767ea480,dose_via_intervalo,1,pending,blocked,do choro fr >60-70 irpm com obstrucao nasal e o limiar que indica risco de aspiracao e suspensao da via oral,60 ; 70,via oral,,,
candidate-claim:efdffe329121bf7d7635,dose_via_intervalo,1,pending,blocked,"dois pivos centrais (1) a regra do ""pior estagio"" e a regra independente ""cr serica ≥4mg/dl ja e estagio iii nao importa a variacao"" — um aluno que so olha a variacao percentual subestima a gravidade (2) durante a lra em curso ieca/bra e aine devem ser suspensos (bloqueiam a autorregulacao da tfg pelas arteriolas eferente/aferente) mesmo que esses mesmos farmacos sejam nefroprotetores na drc estavel com proteinuria — o contexto agudo x cronico inverte a conduta com a mesma droga",1 ; 2 ; 4mg/dl,,,agudo,
candidate-claim:51685c52b76feaf36c29,dose_via_intervalo,1,pending,blocked,"dois pivos nesta capsula (1) tempo ≥3 meses e o que transforma ""tfg baixa"" em ""drc"" — sem repeticao documentada o correto e repetir o exame nao fechar diagnostico (2) estagio g5 (tfg <15) nao e sinonimo automatico de indicacao de trs — paciente assintomatico sem perda ponderal e sem alteracao clinico-laboratorial relevante pode seguir conservador mesmo com clearance de 5–10 ml/min",1 ; 10 ml ; 15 ; 2 ; 3 meses ; 5,,,,
candidate-claim:27eb6429ed51af0a6833,dose_via_intervalo,1,pending,blocked,dos pacientes a diferenca 30 mg pe/kg (pocket card ilae 2026) x 20 mg pe/kg,20 mg ; 2026 ; 30 mg,,,,
candidate-claim:de694ac0e24a531bc9ed,dose_via_intervalo,1,pending,blocked,"dose adulto (16-65a) / >65a sem ressalva 1,6–1,87 mcg/kg/dia / 1,6 mcg/kg/dia hipotireoidismo 2025.1 p 39 (vilar 2021) conferido visualmente confirmado","1 ; 1,6 ; 1,6 mcg/kg ; 1,87 mcg/kg ; 16 ; 2021 ; 39",,adulto,,
candidate-claim:6b90ce2e87672bea1a97,dose_via_intervalo,1,pending,blocked,"dose adulto 16-65a 1,6–1,87 mcg/kg/dia dado","1,6 ; 1,87 mcg/kg ; 16",,adulto,,
candidate-claim:d8f45d8bd37c7de39da3,dose_via_intervalo,1,pending,blocked,dose de amoxicilina em otite — lactente x crianca maior 90 mg/kg/d x 45-50 mg/kg/d valor,45 ; 50 mg/kg ; 90 mg/kg,,lactente,,
candidate-claim:865036efeca69ae8bf08,dose_via_intervalo,1,pending,blocked,"dose de correcao (glicemia atual − meta) ÷ fs (ex alvo 100 glicemia 300 fs 60 → (300-100)/60 = 3,3 ≈ 3u) insulinoterapia (1) p 38 conferido visualmente confirmado","1 ; 100 ; 3,3 ; 300 ; 38 ; 60",,,,
candidate-claim:875545bcc394fb7527b1,dose_via_intervalo,1,pending,blocked,"dose de dexametasona no crupe (pronto-socorro) 0,15 mg/kg vo ou im dose unica valor","0,15 mg/kg",im ; vo,,,
candidate-claim:54f665110ce959d6f545,dose_via_intervalo,1,pending,blocked,dose de fluoxetina em bulimia 60-80mg/dia (maior que a dose antidepressiva) dado numerico,60 ; 80mg,,,,
candidate-claim:025a2d90afc33412a74f,dose_via_intervalo,1,pending,blocked,dose de fluoxetina para compulsao em bulimia 60-80 mg/dia (maior que a dose antidepressiva usual) sm psiquiatria p 6 (60mg/dia) 9 transtornos alimentares p 3 (60-80mg/dia) confirmado com correcoes — fontes divergem no teto usar a faixa 60-80mg/dia,3 ; 6 ; 60 ; 60mg ; 80 mg ; 80mg,,,,
candidate-claim:92fd774976183f319ef2,dose_via_intervalo,1,pending,blocked,dose de sertralina no toc ate 300 mg (muito maior que em depressao) dado numerico,300 mg,,,,
candidate-claim:db484c9560c49a2a236d,dose_via_intervalo,1,pending,blocked,"dose dos inibidores de 5-α-redutase finasterida 5mg/dia (sus isoforma tipo ii) dutasterida 0,5mg/dia (ambas isoformas) hiperplasia i unidade p 6 confirmado","0,5mg ; 5 ; 5mg ; 6",,,,sus
candidate-claim:ce73fc8f987ccf420156,dose_via_intervalo,1,pending,blocked,dose hipnotica x antidepressiva da doxepina hipnotica 1–6mg antidepressiva 150–300mg dado numerico,1 ; 150 ; 300mg ; 6mg,,,,
candidate-claim:3c4f94cb1e7b8936ae72,dose_via_intervalo,1,pending,blocked,"dose hipnotica x antidepressiva da mirtazapina hipnotica 7,5–15mg antidepressiva 30–45mg dado numerico","15mg ; 30 ; 45mg ; 7,5",,,,
candidate-claim:77ff17003e711541ea62,dose_via_intervalo,1,pending,blocked,dose hipnotica x antidepressiva da trazodona hipnotica 25–50mg antidepressiva 150–600mg dado numerico,150 ; 25 ; 50mg ; 600mg,,,,
candidate-claim:edb731e690a7b9767250,dose_via_intervalo,1,pending,blocked,"dose inicial de insulina basal (dm2 insulina virgem) 10u ou 0,1-0,2 u/kg/dia ajustar 2u a cada 3 dias dado","0,1 ; 0,2 ; 3 dias",,,,
candidate-claim:c77ad3eb1c1a8a15cd83,dose_via_intervalo,1,pending,blocked,"dose inicial de insulina em gestante 0,2-0,3 ui/kg/dia (menor que a dose padrao do adulto 0,3-0,5 ui/kg/dia) apostila p 194 confirmado","0,2 ; 0,3 ; 0,3 ui/kg ; 0,5 ui/kg ; 194",,adulto ; gestante,,
candidate-claim:daa11d2694fae2783952,dose_via_intervalo,1,pending,blocked,"dose inicial de insulina na gestante 0,2-0,3 ui/kg/dia (menor que a do adulto padrao) pegadinha","0,2 ; 0,3 ui/kg",,adulto ; gestante,,
candidate-claim:0ebe7308486d77d83a05,dose_via_intervalo,1,pending,blocked,"dose inicial de tansulosina 0,4mg/dia (bloqueia so alfa-1a sem risco de hipotensao) apostila p 121 confirmado","0,4mg ; 121",,,,
candidate-claim:54eaca3eeea943cbf66e,dose_via_intervalo,1,pending,blocked,dose peds (neonato → 10-16a) decrescente com a idade 10-15 (neonato) ate 2-4 mcg/kg/dia (10-16a) hipotireoidismo 2025.1 p 39 conferido visualmente confirmado,1 ; 10 ; 15 ; 2 ; 39 ; 4 mcg/kg,,neonato,,
candidate-claim:4cae2814297b4f60b99c,dose_via_intervalo,1,pending,blocked,dose penicilina benzatina por peso <20 kg 600.000 ui ≥20 kg 1.200.000 ui im dose unica valor,000 ui ; 1.200 ; 20 kg ; 600.000 ui,im,,,
candidate-claim:d3dd6073479f37b2e63a,dose_via_intervalo,1,pending,blocked,dose profilatica de ferro elementar (rn termo) 1 mg/kg/dia do 3o ao 24o mes de vida valor,1 mg/kg/dia,,rn,,
candidate-claim:507eb07bfb47f3548ff3,dose_via_intervalo,1,pending,blocked,dose profilatica — prematuro <1000g 4 mg/kg/dia a partir do 30o dia valor,1000g ; 4 mg/kg/dia,,,,
candidate-claim:2517aa44e87e66442270,dose_via_intervalo,1,pending,blocked,dose terapeutica (anemia confirmada) 3-5 mg de ferro elementar/kg/dia por no minimo 8 semanas (3-6 meses ate repor estoque) consenso anemia ferropriva sbp p 6-7 confirmado,3 ; 5 mg ; 6 ; 6 meses ; 7 ; 8 semanas,,,,sbp
candidate-claim:662eeb3ab8b9bcc6b9de,dose_via_intervalo,1,pending,blocked,dose terapeutica de ferro elementar (anemia confirmada) 3-5 mg/kg/dia por no minimo 8 semanas (3-6 meses ate repor estoque) valor,3 ; 5 mg/kg/dia ; 6 meses ; 8 semanas,,,,
candidate-claim:92a37dd72ee015356db8,dose_via_intervalo,1,pending,blocked,dose terapeutica minima dos adt 75mg (nortriptilina 50mg) titulacao 25→50→75mg em 3 semanas dado numerico,25 ; 3 semanas ; 50 ; 50mg ; 75mg,,,,
candidate-claim:b473c3c9cbbec172bfd1,dose_via_intervalo,1,pending,blocked,dose total pre-refeicao (correcao + carboidrato) soma das duas doses calculadas separadamente (ex 3u correcao + 5u carboidrato = 8u pre-almoco) insulinoterapia (1) p 40 conferido visualmente confirmado,1 ; 40,,,,
candidate-claim:9e429c4e8a237cb8cd80,dose_via_intervalo,1,pending,blocked,doxepina — meia-vida / dose hipnotica / dose antidepressiva 6–8h / 1–6mg (manipulado) / 150–300mg famene insonia p 39 (imagem a') + karen (b) confirmado,1 ; 150 ; 300mg ; 39 ; 6 ; 6mg ; 8h,,,,
candidate-claim:11913772fb375af512e8,dose_via_intervalo,1,pending,blocked,"drc = lesao renal (estrutural/funcional) ou tfg <60 ml/min/1,73m² persistindo por ≥3 meses o criterio temporal e a variavel que separa drc de lesao renal aguda ou de um exame alterado isolado — sem os ≥3 meses nao se pode rotular drc uma vez confirmada o estadiamento cruza tfg (g1–g5) com albuminuria (a1–a3) num heatmap de risco (kdigo) que determina a intensidade do seguimento — nao a tfg isolada",1 ; 3 meses ; 60 ml,,,aguda,
candidate-claim:63ee6e76096d67bfc8ff,dose_via_intervalo,1,pending,blocked,"drc e gestacao — estratificacao por creatinina cr <1,4 mg/dl desfecho similar a gestante saudavel cr 1,4–3,0 risco elevado de complicacao/progressao cr >3,0 risco de evolucao para estagio 5 e necessidade de trs rim e gravidez 2021.2 confirmado","1,4 ; 1,4 mg/dl ; 2021.2 ; 3,0 ; 5",,gestante ; gravidez,,
candidate-claim:279b119b8df6e09de69f,dose_via_intervalo,1,pending,blocked,drc g5 assintomatico e estavel pode seguir conservador ate ccr 5–10 ml/min pegadinha,10 ml ; 5,,,,
candidate-claim:16c62bd17473d9018e86,dose_via_intervalo,1,pending,blocked,"drc — definicao tfg <60 ml/min/1,73m² ou alteracao estrutural renal por periodo >3 meses (pode haver drc com tfg >60 se houver doenca estrutural ex rac >30 ou drpad) facilita osce (1) pdf p 34 (camada b) confirmado",1 ; 3 meses ; 30 ; 34 ; 60 ; 60 ml,,,,
candidate-claim:c4000a266283382e3c7a,dose_via_intervalo,1,pending,blocked,drd = doenca renal cronica em paciente diabetico definida por albuminuria (rac ≥30mg/g confirmada em 2 de 3 amostras) e/ou queda da tfg com apresentacao tipicamente insidiosa e assintomatica ate fases avancadas e a causa mais comum de drc nos eua e a 1ª/2ª causa no brasil (atras ou ao lado da has) o diagnostico e clinico-epidemiologico (diabetico de longa data + perda lenta e progressiva de funcao) — biopsia nao e necessaria na apresentacao tipica,2 ; 3 ; 30mg,,,,brasil
candidate-claim:72caf6597290f90c6088,dose_via_intervalo,1,pending,blocked,droga da ela riluzol 50 mg 2x/dia — reduz velocidade de progressao nao cura dado,50 mg,,,,
candidate-claim:4e18c7c4cc9c975d4d58,dose_via_intervalo,1,pending,blocked,droga de escolha na cardite moderada/grave corticoide (prednisona 1-2 mg/kg/dia) nao ainh conduta,1 ; 2 mg/kg/dia,,,,
candidate-claim:187fa03ae2de0728af40,dose_via_intervalo,1,pending,blocked,duas causas de obstrucao alta em crianca com fisiopatologia e urgencia opostas - crupe (laringite viral) = inflamacao subglotica virus (parainfluenza i/ii influenza adenovirus vsr) inicio insidioso sem toxemia — trata com corticoide/adrenalina inalatoria raramente intuba,,,,alta,
candidate-claim:2eb934cb6250f1ec9e53,dose_via_intervalo,1,pending,blocked,"duas variaveis decisivas dominam o tema (1) a idade gestacional no momento do achado (antes x depois de 20 semanas muda a interpretacao de has/proteinuria/nefrotica e muda o risco da biopsia renal) (2) o valor de creatinina serica na drc previa (<1,4 / 1,4–3,0 / >3,0 mg/dl) que estratifica o risco materno-fetal e orienta o aconselhamento pre-concepcional","1 ; 1,4 ; 2 ; 20 semanas ; 3,0 ; 3,0 mg/dl",,,,
candidate-claim:c7fa3efeec1da5d26caa,dose_via_intervalo,1,pending,blocked,duloxetina — dose 60–120mg idem confirmado (1 fonte b),1 ; 120mg ; 60,,,,
candidate-claim:587f16afb388331e1ede,dose_via_intervalo,1,pending,blocked,"ectr no litio — recomendado funcao renal prejudicada + li >4,0 meq/l ou rebaixamento de consciencia convulsao ou disritmia ameacadora independentemente do nivel extrip table 7 current verified","4,0 meq/l ; 7",,,,
candidate-claim:6dec82ff1aed67f7b544,dose_via_intervalo,1,pending,blocked,"ectr no litio — sugerido li >5,0 meq/l confusao significativa ou tempo estimado ate li <1,0 meq/l >36 h extrip table 7 current verified","1,0 meq/l ; 36 h ; 5,0 meq/l ; 7",,,,
candidate-claim:4595f20d20f28f644483,dose_via_intervalo,1,pending,blocked,efeito gancho se houver discrepancia entre o tamanho do tumor e a prl pouco elevada afastar artefato de gancho diluindo a amostra 1:100 hiperfuncao hipofisaria slide 18 confirmado,1 ; 100 ; 18,,,,
candidate-claim:0cea49a493663705a410,dose_via_intervalo,1,pending,blocked,efeito somogyi hiperglicemia de rebote por hipoglicemia noturna → hormonios contrarreguladores tratamento diminuir a dose de nph/lenta da noite diabetes 3 p 7 (definicao e tratamento camada a traz so a definicao sem o tratamento na p 44) confirmado,44 ; 7,,,,
candidate-claim:cf4dd811881961c362f8,dose_via_intervalo,1,pending,blocked,efusao amoxicilina 90 mg/kg/d (lactente) x 45-50 mg/kg/d (crianca maior),45 ; 50 mg/kg ; 90 mg/kg,,lactente,,
candidate-claim:9d4aa7986dfb9c4a8b5e,dose_via_intervalo,1,pending,blocked,"ehh — criterios glicemia ≥ 600 mg/dl · osmolalidade efetiva >300 mosm/kg (ou total >320) · cetonemia <3,0 mmol/l/cetonuria <2+ (negativa/leve) · ph ≥7,3 e hco₃ ≥18 · estupor/coma slide p 14 confirmado","14 ; 18 ; 2 ; 3,0 mmol/l ; 300 ; 320 ; 600 mg/dl ; 7,3",,,,
candidate-claim:c641700b3130c1f5f9d2,dose_via_intervalo,1,pending,blocked,ela — diagnostico e tratamento enmg confirma tc/rm so para exclusao de outras causas sem cura riluzol 50 mg 2x/dia reduz velocidade de progressao medidas de manutencao (fisio+fono) slide p 7 (imagem) confirmado,50 mg ; 7,,,,
candidate-claim:5027af479290a2a54fe3,dose_via_intervalo,1,pending,blocked,"em anafilaxia abc (suporte basico de vida) + adrenalina im 0,01 ml/kg","0,01 ml/kg",im,,,
candidate-claim:d11796e05792c195b6be,dose_via_intervalo,1,pending,blocked,encefalite viral — tratamento aciclovir 10 mg/kg/dose 8/8h por 14-21 dias fenitoina se crise convulsiva iniciar ja na suspeita neuroinfecoes2021 pptx (texto nativo conteudo identico ao apresentado na imagem) apostila p 78 confirmado (a e b identicos),10 mg/kg ; 14 ; 21 dias ; 78 ; 8 ; 8h,,,,
candidate-claim:e5e1f67e29dad0dfc8ce,dose_via_intervalo,1,pending,blocked,enterobius → vaginite/cervicite por migracao trichuris → anemia ferropriva + diarreia cronica com tenesmo + prolapso retal strongyloides → hiperinfestacao,,retal,,,
candidate-claim:def8aa9b8d4815d0d728,dose_via_intervalo,1,pending,blocked,envolvimento renal no les 50–75% dos pacientes em algum momento proteinuria persistente >500mg/dia cilindros celulares no sedimento glomerulopatias secund p 3 confirmado,3 ; 50 ; 500mg ; 75,,,,
candidate-claim:c7290670c45e26ceefa6,dose_via_intervalo,1,pending,blocked,epididimite — tratamento antibiotico gonococo/clamidia ceftriaxona 250mg im + ciprofloxacino 500mg 12/12h por 21 dias e coli ciprofloxacino 500mg 12/12h por 14 dias apostila p 141 confirmado,12 ; 12h ; 14 dias ; 141 ; 21 dias ; 250mg ; 500mg,im,,,
candidate-claim:1dd76609d0ec4ab9ff26,dose_via_intervalo,1,pending,blocked,eplerenona — 2ª linha dose 25–100 mg/dia (2x/dia) slide p 43 confirmado,100 mg ; 25 ; 43,,,,
candidate-claim:a5b1d1ce5956a72bff1c,dose_via_intervalo,1,pending,blocked,escada terapeutica mudanca de estilo de vida → estatina de alta potencia na dose maxima tolerada → adicionar ezetimiba → adicionar inibidor de pcsk9 (ou inclisiran) se ldl ainda fora da meta hipertrigliceridemia grave (>500 mg/dl) foge dessa escada fibrato e a droga de escolha nao estatina porque o risco imediato e pancreatite aguda nao evento aterosclerotico,500 mg/dl,,,aguda ; alta,
candidate-claim:64bf94f56e6bb95ba370,dose_via_intervalo,1,pending,blocked,escitalopram — dose minima 10 mg transtorno de ansiedade ii unidade p 5 confirmado,10 mg ; 5,,,,
candidate-claim:10a764131611bf66e449,dose_via_intervalo,1,pending,blocked,escitalopram — dose no toc 20 mg anotac o es toc p 5 slide p 14 confirmado — camada a,14 ; 20 mg ; 5,,,,
candidate-claim:cb5144171a29dc714460,dose_via_intervalo,1,pending,blocked,espironolactona — 1ª linha dose 25–200 mg/dia (1–2x/dia) slide p 43 confirmado,1 ; 200 mg ; 25 ; 43,,,,
candidate-claim:febf35b5c890046bb61d,dose_via_intervalo,1,pending,blocked,"esquema classico de insulinizacao nph + regular dose 0,3-1 ui/kg/dia 2/3 pela manha e 1/3 a noite osce pdf p ~59 (camada b) confirmado","0,3 ; 1 ; 1 ui/kg ; 2 ; 3 ; 59",,,,
