source_id,rel_path,disciplina_raiz,tipo_fonte,paginas,chars
NeuroinfecA_A_o__aa487fc832,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\NeuroinfecÃ§Ã£o.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,6,7467
Neuroinfecc_a_o_II_unidade__1dd0d1591e,Resumos das Unidades \SAÚDE DO ADULTO II\II UNIDADE\NEUROLOGIA\Neuroinfecção - II unidade.pdf,Resumos das Unidades ,NATIVA,8,13886
Neurologia_AVCH_1___9f26db1751,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\Neurologia - AVCH (1).pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,10,21472
Neurologia_AVCH__111b013ac1,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\Neurologia - AVCH.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,10,21472
No_dulos_benignos_e_malignos_da_tireoide__0b509e98ff,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\Nódulos benignos e malignos da tireoide.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,13,23383
No_es_de_Neuroftalmologia__73862bfddf,EISA II - Ensino Integrado em Saúde do Adulto II\OFTALMOLOGIA\Slides Aulas\Slides Terceira Prova \Noções de Neuroftalmologia.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,46,9530
OBESIDADE_EXO_GENA_ALUNOS_Tratado_de_pediatria_2022__de111f3e83,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Segunda Prova \OBESIDADE EXÓGENA ALUNOS- Tratado de pediatria - 2022.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,25,44953
OSCE_ENDOCRINOLOGIA__4796d07aed,OSCE P7\OSCE - ENDOCRINOLOGIA.pdf,OSCE P7,NATIVA,4,8251
OSCE_NEFROLOGIA__c1940d57ac,OSCE P7\OSCE - NEFROLOGIA.pdf,OSCE P7,NATIVA,5,8918
OSCE_NEUROLOGIA__2cfa60427a,OSCE P7\OSCE - NEUROLOGIA.pdf,OSCE P7,NATIVA,8,12883
OSCE_PEDIATRIA__13530307b6,OSCE P7\OSCE - PEDIATRIA.pdf,OSCE P7,NATIVA,5,7229
OSCE_UROLOGIA__ed33b549c4,OSCE P7\OSCE - UROLOGIA.pdf,OSCE P7,NATIVA,7,11372
OSCE___42cf2d83f0,OSCE P7\OSCE .pdf,OSCE P7,NATIVA,101,45677
Obesidade_e_Sind_Metabo_lica__bd2e4b03f6,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\Obesidade e Sind. Metabólica.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,8,10412
Oficina_Manejo_Cli_nico_do_DM__48bca328b6,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Slides Aulas\Slides Primeira Prova \Oficina Manejo Clínico do DM.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,45,12879
Onco_NEOPLASIAS_UROLO_GICAS__66462ee210,EISA II - Ensino Integrado em Saúde do Adulto II\ONCOLOGIA\Resumos\Onco - NEOPLASIAS UROLÓGICAS.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,7,10342
Osteossarcoma_pdf__9b8b531f7c,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Osteossarcoma.pdf.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,3,4839
Otorrino_OTITES__abf617dabb,EISA II - Ensino Integrado em Saúde do Adulto II\OTORRINOLARINGOLOGIA\Resumos\Otorrino - OTITES.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,4,7205
P7_AVC_Investigacao__3e99087656,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Primeira Prova \P7 AVC Investigacao.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,ESCANEADA,23,2668
P7_Epilepsia_pdff__4b408f8a34,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Segunda Prova\P7 Epilepsia pdff.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,36,4656
P7_FAMENE_FARMACOLOGIA_DAS_DISLIPIDEMIAS_2025__766492937d,FARMACOLOGIA\Slides Aulas\Slides Quarta Prova \P7 - FAMENE - FARMACOLOGIA DAS DISLIPIDEMIAS 2025.pdf,FARMACOLOGIA,MISTA,58,15111
P7_FAMENE_FARMACOTERAPIA_DA_DEPRESSA_O_2025_1__9a72b4fec2,FARMACOLOGIA\Slides Aulas\Slides Segunda Prova \P7 - FAMENE - FARMACOTERAPIA DA DEPRESSÃO - 2025.1.pdf,FARMACOLOGIA,MISTA,60,21198
P7_FAMENE_FARMACOTERAPIA_DO_DIABETES_2025_1_1a_aula__52271174b7,FARMACOLOGIA\Slides Aulas\Slides Primeira Prova \P7 - FAMENE - FARMACOTERAPIA DO DIABETES - 2025.1 - 1a aula.pdf,FARMACOLOGIA,MISTA,70,18933
P7_FAMENE_FARMACOTERAPIA_DO_DIABETES_2025_1_2a_aula__09f55ba2de,FARMACOLOGIA\Slides Aulas\Slides Primeira Prova \P7 - FAMENE - FARMACOTERAPIA DO DIABETES - 2025.1 - 2a aula.pdf,FARMACOLOGIA,MISTA,74,21537
P7_avc_1__5ccf1d6c11,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Primeira Prova \P7 avc 1.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,53,6687
PDF_Como_e_quando_encaminhar_para_o_nefrologista__6bcd9a270c,EISA II - Ensino Integrado em Saúde do Adulto II\NEFROLOGIA\Slides Aulas\PDF Como e quando encaminhar para o nefrologista.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,23,9249
PDF_Glomerulopatias_1_s_2024_2__fe8a341554,EISA II - Ensino Integrado em Saúde do Adulto II\NEFROLOGIA\Slides Aulas\Slides Terceira Prova \PDF Glomerulopatias 1ªs 2024.2.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,62,16028
PNEUMONIA_COMUNITA_RIA___69a37644cb,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Quarta Prova \PNEUMONIA COMUNITÁRIA .pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,27,17536
Parasitose_intestinal_Tratado_SBP__acc38cf1bc,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Terceira Prova\Parasitose intestinal- Tratado SBP.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,16,24142
Parasitoses__1f90f057b1,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Terceira Prova\Parasitoses.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,ESCANEADA,24,0
Patololgia_PATOLOGIA_DA_HPB_E_CA_DE_PRO_STATA__196593d772,EISA II - Ensino Integrado em Saúde do Adulto II\PATOLOGIA\Resumos\Patololgia - PATOLOGIA DA HPB E CA DE PRÓSTATA.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,6,10990
Patololgia_TUMORES_DE_SNC__9db263f597,EISA II - Ensino Integrado em Saúde do Adulto II\PATOLOGIA\Resumos\Patololgia - TUMORES DE SNC.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,5,10702
Patololgia_TUMORES_DE_SNC__dae7582db7,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\Patololgia - TUMORES DE SNC.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,5,10702
Pe_diabe_tico_vascular_II_unidade__f5f690b7e4,Resumos das Unidades \SAÚDE DO ADULTO II\II UNIDADE\VASCULAR\Pé diabético - vascular - II unidade.pdf,Resumos das Unidades ,NATIVA,2,4239
Pediatria_ADOLESCA_NCIA__4300471fc6,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Pediatria - ADOLESCÃ_NCIA.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,6,8224
Pediatria_ADOLESCE_NCIA__b3f42bd43e,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Pediatria - ADOLESCÊNCIA.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,6,8224
Pediatria_CONVULSA_O_FEBRIL__c54cea60f1,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Pediatria - CONVULSÃO FEBRIL.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,6,9559
Pediatria_DOENC_AS_EXANTEMA_TICAS__a3b8a89a0f,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Pediatria - DOENÇAS EXANTEMÁTICAS.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,7,14245
Pediatria_SEMIOLOGIA_DO_RECEe_M__816c7efb84,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Pediatria - SEMIOLOGIA DO RECEěM.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,9,16727
Pneumonia_docx__11c947a032,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Pneumonia.docx.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,2,5101
Psiquiatria_DEPENDE_NCIA_QUI_MICA__e854a68d79,EISM - Ensino Integrado em Saúde Mental\Resumos\Psiquiatria - DEPENDÊNCIA QUÍMICA.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,12,25659
Psiquiatria_ESQUIZOFRENIA_pdf__50f75805f1,EISM - Ensino Integrado em Saúde Mental\Resumos\Psiquiatria - ESQUIZOFRENIA.pdf.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,6,11306
Psiquiatria_TRANSTORNOS_MENTAIS_ORGA_NICOS_1___cafd7e9f74,EISM - Ensino Integrado em Saúde Mental\Resumos\Psiquiatria - TRANSTORNOS MENTAIS ORGÂNICOS (1).pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,7,12720
Psiquiatria_TRANSTORNOS_MENTAIS_ORGA_NICOS__408a0a6c55,EISM - Ensino Integrado em Saúde Mental\Resumos\Psiquiatria - TRANSTORNOS MENTAIS ORGÂNICOS.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,7,12720
Questo_es_otorrino_P7_pdf__253a0ca7f1,EISA II - Ensino Integrado em Saúde do Adulto II\OTORRINOLARINGOLOGIA\Questões otorrino P7.pdf.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,2,3230
ROTEIRO_DE_ANAMNESE_ENDO_CRINO__21b691b7d9,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\ROTEIRO DE ANAMNESE - ENDÓCRINO.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,2,5004
Rim_e_Gravidez_2021_2__8e028aff9d,EISA II - Ensino Integrado em Saúde do Adulto II\NEFROLOGIA\Slides Aulas\Rim e Gravidez 2021.2.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,33,13623
SBP_Consenso_sobre_anemia_ferropriva__d93171e967,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Quarta Prova \SBP-Consenso_sobre_anemia_ferropriva.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,13,52528
SLIDES_TOC__5705990d4c,EISM - Ensino Integrado em Saúde Mental\Slides Aulas\Slides Terceira Prova \SLIDES TOC.pdf,EISM - Ensino Integrado em Saúde Mental,ESCANEADA,14,0
SM_Psiquiatria_SEXUALIDADE_HUMANA__1afb6498a4,EISM - Ensino Integrado em Saúde Mental\Resumos\SM_Psiquiatria - SEXUALIDADE HUMANA.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,6,10050
SM_Psiquiatria_TRANSTORNOS_ALIMENTARES__033d08ff0c,EISM - Ensino Integrado em Saúde Mental\Resumos\SM_Psiquiatria - TRANSTORNOS ALIMENTARES.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,5,7228
Sarcoma_de_Partes_Moles__1620b750e0,EISA II - Ensino Integrado em Saúde do Adulto II\ONCOLOGIA\Resumos\Sarcoma de Partes Moles.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,4748
Sd_metab_lica__8e5c3c8899,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\Sd metabólica.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,1,3892
Semiologia_do_RN_pdf__1c3f4c12c9,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Semiologia do RN pdf.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,3,6838
Semiologia_do_adolescente_pdf__39a1dbc603,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Semiologia do adolescente pdf.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,4,7291
Semiologia_em_Neo_pdf__30250c5805,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Semiologia em Neo.pdf.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,7,8333
Sepse_e_meningite_neonatal_1___3f944eba57,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Sepse e meningite neonatal (1).pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,5,5758
Sepse_e_meningite_neonatal__1057d8e64e,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Sepse e meningite neonatal.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,4,7527
Slide_Doen_a_Ocular_na_inf_ncia___e681e43aa9,EISA II - Ensino Integrado em Saúde do Adulto II\OFTALMOLOGIA\Slides Aulas\Slides Segunda Prova \Slide- Doença Ocular na infância_.pptx,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,36,9353
Slides_N_dulos_CA_de_tireoide_sem_cuca_s_notes___bd502a2745,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Slides Aulas\Slides Segunda Prova\Slides Nódulos +CA de tireoide ( sem cuca_s notes).pdf,EISA II - Ensino Integrado em Saúde do Adulto II,ESCANEADA,8,0
Slides_Obesidade_Infantil__56efb4ca33,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Segunda Prova \Slides Obesidade Infantil.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,ESCANEADA,31,2258
Surdez_e_Vertigem__21211b898b,EISA II - Ensino Integrado em Saúde do Adulto II\OTORRINOLARINGOLOGIA\Resumos\Surdez e Vertigem.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,5648
TP__e87eacc7da,EISM - Ensino Integrado em Saúde Mental\Resumos\TP.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,4,10598
TRAUMATISMO_CRANIO_ENCEFALICO__a11286e20c,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Primeira Prova \TRAUMATISMO CRANIO-ENCEFALICO.pptx,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,46,7859
Transtorno_Bipolar_1___75fbe3e4d0,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno Bipolar (1).pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,2,5917
Transtorno_Deficit_de_Atenc_a_o__1792c773b9,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno Deficit de Atenção.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,3,6052
Transtorno_Obsessivo_Compulsivo__696f85266c,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno Obsessivo-Compulsivo.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,4,5948
Transtorno_bipolar__6d1cddef8b,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno bipolar.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,9,12334
Transtorno_bipolar_pdf__dc69aa8c73,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno bipolar pdf.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,5,9817
Transtorno_de_Ansiedade_e_de_P_nico__58a2231d19,EISM - Ensino Integrado em Saúde Mental\Slides Aulas\Slides Segunda Prova \Transtorno de Ansiedade e de Pânico.pdf,EISM - Ensino Integrado em Saúde Mental,MISTA,34,6663
Transtorno_de_ansiedade_II_unidade__d822ab75a3,Resumos das Unidades \SAÚDE MENTAL\II UNIDADE\PSIQUIATRIA\Transtorno de ansiedade - II unidade.pdf,Resumos das Unidades ,NATIVA,7,15905
Transtorno_de_ansiedade_docx__39af1dd7f3,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno de ansiedade.docx.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,3,7670
Transtorno_de_ansiedade_docx_pdf_pdf__09bee4c93d,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno de ansiedade.docx.pdf.pdf.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,3,7670
Transtorno_de_personalidade_docx__4a8370a909,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtorno de personalidade.docx.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,4,10933
Transtornos_Alimentares__f20cd7390a,EISM - Ensino Integrado em Saúde Mental\Slides Aulas\Slides Segunda Prova \Transtornos Alimentares.pdf,EISM - Ensino Integrado em Saúde Mental,ESCANEADA,37,1107
Transtornos_Org_nicos__65db2d2b7d,EISM - Ensino Integrado em Saúde Mental\Resumos\Transtornos Orgânicos.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,7,11560
Transtornos_alimentares_III_unidade__3fc0ee59f0,Resumos das Unidades \SAÚDE MENTAL\III UNIDADE\Transtornos alimentares - III unidade.pdf,Resumos das Unidades ,NATIVA,7,12608
Transtornos_mentais_e_comportamentais_relacionados_ao_puerpe__d60fdbc256,Resumos das Unidades \SAÚDE MENTAL\I UNIDADE\Transtornos mentais e comportamentais relacionados ao puerpério - I unidade.pdf,Resumos das Unidades ,NATIVA,7,16629
Transtornos_por_abuso_de_substancias___136c015a4a,EISM - Ensino Integrado em Saúde Mental\Slides Aulas\Slides Terceira Prova \Transtornos por abuso de substancias  .pdf,EISM - Ensino Integrado em Saúde Mental,MISTA,5,944
Tratamento_de_DM_II_pdf__19261fd73c,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\Tratamento de DM II.pdf.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,4,5069
Trauma_Genitourin_rio_Ficha_Resumo__b2e7a9ef06,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Trauma Genitourinário - Ficha Resumo.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,1,3353
Trauma_urogenital__b07166e041,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Trauma urogenital.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,14,18448
Tumor_de_Wilms__96192b5d5a,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Segunda Prova \Tumor de Wilms.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,ESCANEADA,37,2994
Tumor_de_Wilms__bf002c7f4a,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Tumor de Wilms.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,5,7263
Tumor_de_Wilms_pdf__b59a97843e,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\Tumor de Wilms pdf.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,4,6969
Tumores_SNC__bca562a8a2,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Segunda Prova \Tumores SNC.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,ESCANEADA,9,0
Tumores_do_SNC_1___85b753e170,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\Tumores do SNC(1).pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,3865
Tumores_do_SNC_Oncologia_docx__489dde748a,EISA II - Ensino Integrado em Saúde do Adulto II\ONCOLOGIA\Resumos\Tumores do SNC - Oncologia.docx.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,2,4526
Tumores_do_SNC__f8f8838eb0,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\Tumores do SNC.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,9,15721
UROLOGIA_FEMININA_INFECC_A_O_E_INCONTINE_NCIA_URINA_RIAS__bbdee85aaf,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\UROLOGIA FEMININA - INFECÇÃO E INCONTINÊNCIA URINÁRIAS.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,4,9295
UROLOGIA_FEMININA__592da80b07,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Slides Aulas \Slides Terceira Prova\UROLOGIA FEMININA.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,ESCANEADA,68,5613
UROPATOLOGIA_2022__01de88df4a,EISA II - Ensino Integrado em Saúde do Adulto II\PATOLOGIA\Slides aulas \UROPATOLOGIA 2022.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,48,5838
Uro_BEXIGA_NEUROGA_NICA__6bd4d01ade,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Uro - BEXIGA NEUROGÃ_NICA.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,4535
Uro_DOENA_A_SEXUALMENTE_TRANSMISSA_VEL__077fa8ae91,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Uro - DOENÃ_A SEXUALMENTE TRANSMISSÃ_VEL.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,14,24874
Uro_Liti_ase_Urina_ria__f6b2b3a7f8,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Uro - Litíase Urinária.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,10,18661
Uro_NEOPLASIA_VESICAL__accd237294,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Uro - NEOPLASIA VESICAL.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,5,8137
Uro_TRAUMA_UROGENITAL__e578876e7e,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Uro - TRAUMA UROGENITAL.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,9,16121
Urologia_CA_NCER_DE_PRO_STATA__ec4ee2ece9,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Urologia - CÂNCER DE PRÓSTATA.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,11,18942
Urologia_CA_NCER_DE_TESTI_CULO__2d3b7d9fc1,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Urologia - CÂNCER DE TESTÍCULO.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,8,14619
Urologia_Neoplasia_vesical__28a519202e,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Urologia - Neoplasia vesical.docx,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,1,4950
Urologia_Neoplasia_vesical__d000d7d497,EISA II - Ensino Integrado em Saúde do Adulto II\UROLOGIA\Resumos\Urologia - Neoplasia vesical.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,5811
altera_oes_oculares_na_endocrinologia_2025__35d861290b,EISA II - Ensino Integrado em Saúde do Adulto II\OFTALMOLOGIA\Slides Aulas\Slides Primeira Prova \alteraçoes oculares na endocrinologia 2025.pptx,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,46,10697
anatomia_osso_temporal__6f71ef392c,EISA II - Ensino Integrado em Saúde do Adulto II\OTORRINOLARINGOLOGIA\Conteúdos das aulas\anatomia osso temporal.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,24,51521
ansiol_ticos_e_hipn_ticos__03bc57e119,EISM - Ensino Integrado em Saúde Mental\Resumos\ansiolíticos e hipnóticos.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,3,5919
cefaleia_2023_ppt__42073aa2f8,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Primeira Prova \cefaleia 2023 ppt.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,MISTA,40,9892
continuum_dementia_2024_1___06d08e6d0f,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Terceira Prova \continuum-dementia 2024(1).pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,287,1080922
continuum_dementia_2024__b06e8198b8,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Slides Aulas\Slides Terceira Prova \continuum-dementia 2024.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,287,1080922
diarreia_e_DHE__35f8e57446,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Primeira Prova \diarreia e DHE.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,MISTA,41,13055
doen_as_neuromusculares__68f8cae128,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\doenças neuromusculares.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,5184
donec_a_da_orelha_externa__bce942b498,EISA II - Ensino Integrado em Saúde do Adulto II\OTORRINOLARINGOLOGIA\Conteúdos das aulas\doneça da orelha externa.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,22,64791
febre_reum_tica__4f900af65e,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\febre reumática.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,3,7469
glomerulopatias_em_ped_GNDA_e_SN__8da6c78621,EISA II - Ensino Integrado em Saúde do Adulto II\NEFROLOGIA\Resumos\glomerulopatias em ped - GNDA e SN.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,6,13161
manejo_do_paciente_com_diarreia_avaliacao_do_estad_240912_14__d02d8d34b1,CASOS CLÍNICOS\manejo-do-paciente-com-diarreia-avaliacao-do-estad_240912_143501.pdf,CASOS CLÍNICOS,NATIVA,1,13119
n_dulos_benignos_e_malignos_da_tireoide_1___904e9ae7fb,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\nódulos benignos e malignos da tireoide (1).pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,4,5823
obesidade_endo_gena_p_alunos_Tratado_Pediatria_5a_ed_2022__4e14c0dd9f,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Segunda Prova \obesidade endógena p alunos-Tratado Pediatria 5a ed-2022.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,18,32451
